,lr,p,b0,bi,trunk,R2_1,R2_2,R2_3,R2_4
61,0.0001,4,16,16,8,0.985180643,0.980180643,0.975180643,0.973180643
62,0.0001,4,16,16,12,0.984125551,0.979125551,0.974125551,0.972125551
63,0.0001,4,16,16,16,0.990869134,0.985869134,0.980869134,0.978869134
64,0.0001,8,4,2,4,0.986508098,0.981508098,0.976508098,0.974508098
65,0.0001,8,4,2,8,0.983353912,0.978353912,0.973353912,0.971353912
66,0.0001,8,4,2,12,0.988153969,0.983153969,0.978153969,0.976153969
67,0.0001,8,4,2,16,0.983235293,0.978235293,0.973235293,0.971235293
68,0.0001,8,4,4,4,0.989280906,0.984280906,0.979280906,0.977280906
69,0.0001,8,4,4,8,0.987107377,0.982107377,0.977107377,0.975107377
70,0.0001,8,4,4,12,0.989428387,0.984428387,0.979428387,0.977428387
71,0.0001,8,4,4,16,0.989986004,0.984986004,0.979986004,0.977986004
72,0.0001,8,4,8,4,0.992345422,0.987345422,0.982345422,0.980345422
73,0.0001,8,4,8,8,0.9873143,0.9823143,0.9773143,0.9753143
74,0.0001,8,4,8,12,0.987435715,0.982435715,0.977435715,0.975435715
75,0.0001,8,4,8,16,0.988349537,0.983349537,0.978349537,0.976349537
76,0.0001,8,4,16,4,0.991179562,0.986179562,0.981179562,0.979179562
77,0.0001,8,4,16,8,0.992378583,0.987378583,0.982378583,0.980378583
78,0.0001,8,4,16,12,0.98502151,0.98002151,0.97502151,0.97302151
79,0.0001,8,4,16,16,0.986047287,0.981047287,0.976047287,0.974047287
80,0.0001,8,8,2,4,0.992003089,0.987003089,0.982003089,0.980003089
81,0.0001,8,8,2,8,0.989470904,0.984470904,0.979470904,0.977470904
82,0.0001,8,8,2,12,0.9866316,0.9816316,0.9766316,0.9746316
83,0.0001,8,8,2,16,0.991588548,0.986588548,0.981588548,0.979588548
84,0.0001,8,8,4,4,0.987425673,0.982425673,0.977425673,0.975425673
85,0.0001,8,8,4,8,0.989444305,0.984444305,0.979444305,0.977444305
86,0.0001,8,8,4,12,0.989243162,0.984243162,0.979243162,0.977243162
87,0.0001,8,8,4,16,0.985563563,0.980563563,0.975563563,0.973563563
88,0.0001,8,8,8,4,0.986495993,0.981495993,0.976495993,0.974495993
89,0.0001,8,8,8,8,0.9866101,0.9816101,0.9766101,0.9746101
90,0.0001,8,8,8,12,0.988238193,0.983238193,0.978238193,0.976238193
91,0.0001,8,8,8,16,0.990815436,0.985815436,0.980815436,0.978815436
92,0.0001,8,8,16,4,0.983122213,0.978122213,0.973122213,0.971122213
93,0.0001,8,8,16,8,0.988097117,0.983097117,0.978097117,0.976097117
94,0.0001,8,8,16,12,0.991569377,0.986569377,0.981569377,0.979569377
95,0.0001,8,8,16,16,0.984342945,0.979342945,0.974342945,0.972342945
96,0.0001,8,12,2,4,0.986547887,0.981547887,0.976547887,0.974547887
97,0.0001,8,12,2,8,0.986788563,0.981788563,0.976788563,0.974788563
98,0.0001,8,12,2,12,0.988954739,0.983954739,0.978954739,0.976954739
99,0.0001,8,12,2,16,0.990333683,0.985333683,0.980333683,0.978333683
100,0.0001,8,12,4,4,0.986300562,0.981300562,0.976300562,0.974300562
101,0.0001,8,12,4,8,0.991096235,0.986096235,0.981096235,0.979096235
102,0.0001,8,12,4,12,0.986961863,0.981961863,0.976961863,0.974961863
103,0.0001,8,12,4,16,0.983592521,0.978592521,0.973592521,0.971592521
104,0.0001,8,12,8,4,0.989674723,0.984674723,0.979674723,0.977674723
105,0.0001,8,12,8,8,0.987578875,0.982578875,0.977578875,0.975578875
106,0.0001,8,12,8,12,0.988663492,0.983663492,0.978663492,0.976663492
107,0.0001,8,12,8,16,0.986205749,0.981205749,0.976205749,0.974205749
108,0.0001,8,12,16,4,0.989443104,0.984443104,0.979443104,0.977443104
109,0.0001,8,12,16,8,0.990740251,0.985740251,0.980740251,0.978740251
110,0.0001,8,12,16,12,0.987949798,0.982949798,0.977949798,0.975949798
111,0.0001,8,12,16,16,0.991400358,0.986400358,0.981400358,0.979400358
112,0.0001,8,16,2,4,0.992907699,0.987907699,0.982907699,0.980907699
113,0.0001,8,16,2,8,0.991958103,0.986958103,0.981958103,0.979958103
114,0.0001,8,16,2,12,0.989240178,0.984240178,0.979240178,0.977240178
115,0.0001,8,16,2,16,0.983846863,0.978846863,0.973846863,0.971846863
116,0.0001,8,16,4,4,0.991267063,0.986267063,0.981267063,0.979267063
117,0.0001,8,16,4,8,0.989911449,0.984911449,0.979911449,0.977911449
118,0.0001,8,16,4,12,0.984320609,0.979320609,0.974320609,0.972320609
119,0.0001,8,16,4,16,0.985591261,0.980591261,0.975591261,0.973591261
120,0.0001,8,16,8,4,0.988352742,0.983352742,0.978352742,0.976352742
121,0.0001,8,16,8,8,0.984463566,0.979463566,0.974463566,0.972463566
122,0.0001,8,16,8,12,0.992142732,0.987142732,0.982142732,0.980142732
123,0.0001,8,16,8,16,0.990381266,0.985381266,0.980381266,0.978381266
124,0.0001,8,16,16,4,0.983449124,0.978449124,0.973449124,0.971449124
125,0.0001,8,16,16,8,0.992735831,0.987735831,0.982735831,0.980735831
126,0.0001,8,16,16,12,0.991399246,0.986399246,0.981399246,0.979399246
127,0.0001,8,16,16,16,0.988581716,0.983581716,0.978581716,0.976581716
128,0.0001,12,4,2,4,0.983036367,0.978036367,0.973036367,0.971036367
129,0.0001,12,4,2,8,0.987709689,0.982709689,0.977709689,0.975709689
130,0.0001,12,4,2,12,0.984652628,0.979652628,0.974652628,0.972652628
131,0.0001,12,4,2,16,0.98671037,0.98171037,0.97671037,0.97471037
132,0.0001,12,4,4,4,0.990392146,0.985392146,0.980392146,0.978392146
133,0.0001,12,4,4,8,0.983457972,0.978457972,0.973457972,0.971457972
134,0.0001,12,4,4,12,0.985141665,0.980141665,0.975141665,0.973141665
135,0.0001,12,4,4,16,0.990183007,0.985183007,0.980183007,0.978183007
136,0.0001,12,4,8,4,0.989557407,0.984557407,0.979557407,0.977557407
137,0.0001,12,4,8,8,0.98552994,0.98052994,0.97552994,0.97352994
138,0.0001,12,4,8,12,0.992631865,0.987631865,0.982631865,0.980631865
139,0.0001,12,4,8,16,0.988748729,0.983748729,0.978748729,0.976748729
140,0.0001,12,4,16,4,0.992562278,0.987562278,0.982562278,0.980562278
141,0.0001,12,4,16,8,0.985993444,0.980993444,0.975993444,0.973993444
142,0.0001,12,4,16,12,0.992489087,0.987489087,0.982489087,0.980489087
143,0.0001,12,4,16,16,0.992147601,0.987147601,0.982147601,0.980147601
144,0.0001,12,8,2,4,0.984373714,0.979373714,0.974373714,0.972373714
145,0.0001,12,8,2,8,0.991485216,0.986485216,0.981485216,0.979485216
146,0.0001,12,8,2,12,0.991589303,0.986589303,0.981589303,0.979589303
147,0.0001,12,8,2,16,0.990961842,0.985961842,0.980961842,0.978961842
148,0.0001,12,8,4,4,0.992214075,0.987214075,0.982214075,0.980214075
149,0.0001,12,8,4,8,0.992044487,0.987044487,0.982044487,0.980044487
150,0.0001,12,8,4,12,0.986260797,0.981260797,0.976260797,0.974260797
151,0.0001,12,8,4,16,0.987665257,0.982665257,0.977665257,0.975665257
152,0.0001,12,8,8,4,0.992760022,0.987760022,0.982760022,0.980760022
153,0.0001,12,8,8,8,0.985766987,0.980766987,0.975766987,0.973766987
154,0.0001,12,8,8,12,0.988859201,0.983859201,0.978859201,0.976859201
155,0.0001,12,8,8,16,0.985326479,0.980326479,0.975326479,0.973326479
156,0.0001,12,8,16,4,0.985715658,0.980715658,0.975715658,0.973715658
157,0.0001,12,8,16,8,0.9890184,0.9840184,0.9790184,0.9770184
158,0.0001,12,8,16,12,0.985535277,0.980535277,0.975535277,0.973535277
159,0.0001,12,8,16,16,0.989154627,0.984154627,0.979154627,0.977154627
160,0.0001,12,12,2,4,0.986083187,0.981083187,0.976083187,0.974083187
161,0.0001,12,12,2,8,0.989941179,0.984941179,0.979941179,0.977941179
162,0.0001,12,12,2,12,0.984977138,0.979977138,0.974977138,0.972977138
163,0.0001,12,12,2,16,0.99154771,0.98654771,0.98154771,0.97954771
164,0.0001,12,12,4,4,0.991578702,0.986578702,0.981578702,0.979578702
165,0.0001,12,12,4,8,0.984225153,0.979225153,0.974225153,0.972225153
166,0.0001,12,12,4,12,0.98894509,0.98394509,0.97894509,0.97694509
167,0.0001,12,12,4,16,0.989685099,0.984685099,0.979685099,0.977685099
168,0.0001,12,12,8,4,0.988234758,0.983234758,0.978234758,0.976234758
169,0.0001,12,12,8,8,0.984240596,0.979240596,0.974240596,0.972240596
170,0.0001,12,12,8,12,0.990298451,0.985298451,0.980298451,0.978298451
171,0.0001,12,12,8,16,0.99046878,0.98546878,0.98046878,0.97846878
172,0.0001,12,12,16,4,0.989870625,0.984870625,0.979870625,0.977870625
173,0.0001,12,12,16,8,0.992379198,0.987379198,0.982379198,0.980379198
174,0.0001,12,12,16,12,0.984448523,0.979448523,0.974448523,0.972448523
175,0.0001,12,12,16,16,0.992875867,0.987875867,0.982875867,0.980875867
176,0.0001,12,16,2,4,0.984104657,0.979104657,0.974104657,0.972104657
177,0.0001,12,16,2,8,0.992645108,0.987645108,0.982645108,0.980645108
178,0.0001,12,16,2,12,0.989933325,0.984933325,0.979933325,0.977933325
179,0.0001,12,16,2,16,0.989653194,0.984653194,0.979653194,0.977653194
180,0.0001,12,16,4,4,0.992445027,0.987445027,0.982445027,0.980445027
181,0.0001,12,16,4,8,0.987913316,0.982913316,0.977913316,0.975913316
182,0.0001,12,16,4,12,0.986581901,0.981581901,0.976581901,0.974581901
183,0.0001,12,16,4,16,0.986179312,0.981179312,0.976179312,0.974179312
184,0.0001,12,16,8,4,0.983077229,0.978077229,0.973077229,0.971077229
185,0.0001,12,16,8,8,0.988377323,0.983377323,0.978377323,0.976377323
186,0.0001,12,16,8,12,0.99243898,0.98743898,0.98243898,0.98043898
187,0.0001,12,16,8,16,0.990763493,0.985763493,0.980763493,0.978763493
188,0.0001,12,16,16,4,0.987984858,0.982984858,0.977984858,0.975984858
189,0.0001,12,16,16,8,0.990507277,0.985507277,0.980507277,0.978507277
190,0.0001,12,16,16,12,0.990716125,0.985716125,0.980716125,0.978716125
191,0.0001,12,16,16,16,0.989280111,0.984280111,0.979280111,0.977280111
192,0.0001,16,4,2,4,0.985557187,0.980557187,0.975557187,0.973557187
193,0.0001,16,4,2,8,0.990867739,0.985867739,0.980867739,0.978867739
194,0.0001,16,4,2,12,0.98363278,0.97863278,0.97363278,0.97163278
195,0.0001,16,4,2,16,0.984320998,0.979320998,0.974320998,0.972320998
196,0.0001,16,4,4,4,0.986023421,0.981023421,0.976023421,0.974023421
197,0.0001,16,4,4,8,0.988970243,0.983970243,0.978970243,0.976970243
198,0.0001,16,4,4,12,0.98316619,0.97816619,0.97316619,0.97116619
199,0.0001,16,4,4,16,0.992021348,0.987021348,0.982021348,0.980021348
200,0.0001,16,4,8,4,0.983240468,0.978240468,0.973240468,0.971240468
201,0.0001,16,4,8,8,0.987754908,0.982754908,0.977754908,0.975754908
202,0.0001,16,4,8,12,0.987494212,0.982494212,0.977494212,0.975494212
203,0.0001,16,4,8,16,0.989799186,0.984799186,0.979799186,0.977799186
204,0.0001,16,4,16,4,0.991609036,0.986609036,0.981609036,0.979609036
205,0.0001,16,4,16,8,0.991784061,0.986784061,0.981784061,0.979784061
206,0.0001,16,4,16,12,0.983510345,0.978510345,0.973510345,0.971510345
207,0.0001,16,4,16,16,0.983755558,0.978755558,0.973755558,0.971755558
208,0.0001,16,8,2,4,0.988362494,0.983362494,0.978362494,0.976362494
209,0.0001,16,8,2,8,0.992898199,0.987898199,0.982898199,0.980898199
210,0.0001,16,8,2,12,0.990709892,0.985709892,0.980709892,0.978709892
211,0.0001,16,8,2,16,0.986128046,0.981128046,0.976128046,0.974128046
212,0.0001,16,8,4,4,0.991570278,0.986570278,0.981570278,0.979570278
213,0.0001,16,8,4,8,0.988870572,0.983870572,0.978870572,0.976870572
214,0.0001,16,8,4,12,0.989347614,0.984347614,0.979347614,0.977347614
215,0.0001,16,8,4,16,0.988251046,0.983251046,0.978251046,0.976251046
216,0.0001,16,8,8,4,0.98668144,0.98168144,0.97668144,0.97468144
217,0.0001,16,8,8,8,0.983429589,0.978429589,0.973429589,0.971429589
218,0.0001,16,8,8,12,0.991392361,0.986392361,0.981392361,0.979392361
219,0.0001,16,8,8,16,0.987238307,0.982238307,0.977238307,0.975238307
220,0.0001,16,8,16,4,0.990445479,0.985445479,0.980445479,0.978445479
221,0.0001,16,8,16,8,0.984809359,0.979809359,0.974809359,0.972809359
222,0.0001,16,8,16,12,0.983242347,0.978242347,0.973242347,0.971242347
223,0.0001,16,8,16,16,0.991589629,0.986589629,0.981589629,0.979589629
224,0.0001,16,12,2,4,0.987889826,0.982889826,0.977889826,0.975889826
225,0.0001,16,12,2,8,0.984248556,0.979248556,0.974248556,0.972248556
226,0.0001,16,12,2,12,0.987572454,0.982572454,0.977572454,0.975572454
227,0.0001,16,12,2,16,0.984707084,0.979707084,0.974707084,0.972707084
228,0.0001,16,12,4,4,0.983937268,0.978937268,0.973937268,0.971937268
229,0.0001,16,12,4,8,0.992063518,0.987063518,0.982063518,0.980063518
230,0.0001,16,12,4,12,0.990088005,0.985088005,0.980088005,0.978088005
231,0.0001,16,12,4,16,0.989055384,0.984055384,0.979055384,0.977055384
232,0.0001,16,12,8,4,0.987018336,0.982018336,0.977018336,0.975018336
233,0.0001,16,12,8,8,0.986227914,0.981227914,0.976227914,0.974227914
234,0.0001,16,12,8,12,0.991862454,0.986862454,0.981862454,0.979862454
235,0.0001,16,12,8,16,0.985178156,0.980178156,0.975178156,0.973178156
236,0.0001,16,12,16,4,0.984434742,0.979434742,0.974434742,0.972434742
237,0.0001,16,12,16,8,0.990563784,0.985563784,0.980563784,0.978563784
238,0.0001,16,12,16,12,0.987790734,0.982790734,0.977790734,0.975790734
239,0.0001,16,12,16,16,0.985090691,0.980090691,0.975090691,0.973090691
240,0.0001,16,16,2,4,0.984901244,0.979901244,0.974901244,0.972901244
241,0.0001,16,16,2,8,0.99078839,0.98578839,0.98078839,0.97878839
242,0.0001,16,16,2,12,0.988880669,0.983880669,0.978880669,0.976880669
243,0.0001,16,16,2,16,0.991465672,0.986465672,0.981465672,0.979465672
244,0.0001,16,16,4,4,0.986639922,0.981639922,0.976639922,0.974639922
245,0.0001,16,16,4,8,0.984538706,0.979538706,0.974538706,0.972538706
246,0.0001,16,16,4,12,0.99032849,0.98532849,0.98032849,0.97832849
247,0.0001,16,16,4,16,0.988350107,0.983350107,0.978350107,0.976350107
248,0.0001,16,16,8,4,0.989286605,0.984286605,0.979286605,0.977286605
249,0.0001,16,16,8,8,0.992593489,0.987593489,0.982593489,0.980593489
250,0.0001,16,16,8,12,0.989673031,0.984673031,0.979673031,0.977673031
251,0.0001,16,16,8,16,0.989468453,0.984468453,0.979468453,0.977468453
252,0.0001,16,16,16,4,0.986605184,0.981605184,0.976605184,0.974605184
253,0.0001,16,16,16,8,0.985059916,0.980059916,0.975059916,0.973059916
254,0.0001,16,16,16,12,0.991762241,0.986762241,0.981762241,0.979762241
255,0.0001,16,16,16,16,0.989642339,0.984642339,0.979642339,0.977642339
256,0.001,4,4,2,4,0.991597687,0.986597687,0.981597687,0.979597687
257,0.001,4,4,2,8,0.988084664,0.983084664,0.978084664,0.976084664
258,0.001,4,4,2,12,0.987720479,0.982720479,0.977720479,0.975720479
259,0.001,4,4,2,16,0.984553104,0.979553104,0.974553104,0.972553104
260,0.001,4,4,4,4,0.991957087,0.986957087,0.981957087,0.979957087
261,0.001,4,4,4,8,0.989318393,0.984318393,0.979318393,0.977318393
262,0.001,4,4,4,12,0.992245433,0.987245433,0.982245433,0.980245433
263,0.001,4,4,4,16,0.99019171,0.98519171,0.98019171,0.97819171
264,0.001,4,4,8,4,0.992301866,0.987301866,0.982301866,0.980301866
265,0.001,4,4,8,8,0.984501932,0.979501932,0.974501932,0.972501932
266,0.001,4,4,8,12,0.985491464,0.980491464,0.975491464,0.973491464
267,0.001,4,4,8,16,0.985416636,0.980416636,0.975416636,0.973416636
268,0.001,4,4,16,4,0.992824161,0.987824161,0.982824161,0.980824161
269,0.001,4,4,16,8,0.988901643,0.983901643,0.978901643,0.976901643
270,0.001,4,4,16,12,0.988219333,0.983219333,0.978219333,0.976219333
271,0.001,4,4,16,16,0.986755217,0.981755217,0.976755217,0.974755217
272,0.001,4,8,2,4,0.983802393,0.978802393,0.973802393,0.971802393
273,0.001,4,8,2,8,0.984231598,0.979231598,0.974231598,0.972231598
274,0.001,4,8,2,12,0.98912875,0.98412875,0.97912875,0.97712875
275,0.001,4,8,2,16,0.992394358,0.987394358,0.982394358,0.980394358
276,0.001,4,8,4,4,0.98500052,0.98000052,0.97500052,0.97300052
277,0.001,4,8,4,8,0.984206758,0.979206758,0.974206758,0.972206758
278,0.001,4,8,4,12,0.985220483,0.980220483,0.975220483,0.973220483
279,0.001,4,8,4,16,0.987691185,0.982691185,0.977691185,0.975691185
280,0.001,4,8,8,4,0.985190286,0.980190286,0.975190286,0.973190286
281,0.001,4,8,8,8,0.992861123,0.987861123,0.982861123,0.980861123
282,0.001,4,8,8,12,0.984893754,0.979893754,0.974893754,0.972893754
283,0.001,4,8,8,16,0.983812735,0.978812735,0.973812735,0.971812735
284,0.001,4,8,16,4,0.983046561,0.978046561,0.973046561,0.971046561
285,0.001,4,8,16,8,0.991911739,0.986911739,0.981911739,0.979911739
286,0.001,4,8,16,12,0.9926238,0.9876238,0.9826238,0.9806238
287,0.001,4,8,16,16,0.987977343,0.982977343,0.977977343,0.975977343
288,0.001,4,12,2,4,0.988075881,0.983075881,0.978075881,0.976075881
289,0.001,4,12,2,8,0.986295437,0.981295437,0.976295437,0.974295437
290,0.001,4,12,2,12,0.98939658,0.98439658,0.97939658,0.97739658
291,0.001,4,12,2,16,0.985181554,0.980181554,0.975181554,0.973181554
292,0.001,4,12,4,4,0.991797627,0.986797627,0.981797627,0.979797627
293,0.001,4,12,4,8,0.987394181,0.982394181,0.977394181,0.975394181
294,0.001,4,12,4,12,0.992249149,0.987249149,0.982249149,0.980249149
295,0.001,4,12,4,16,0.984558304,0.979558304,0.974558304,0.972558304
296,0.001,4,12,8,4,0.990829787,0.985829787,0.980829787,0.978829787
297,0.001,4,12,8,8,0.989842999,0.984842999,0.979842999,0.977842999
298,0.001,4,12,8,12,0.984719623,0.979719623,0.974719623,0.972719623
299,0.001,4,12,8,16,0.989774838,0.984774838,0.979774838,0.977774838
300,0.001,4,12,16,4,0.989887298,0.984887298,0.979887298,0.977887298
301,0.001,4,12,16,8,0.983144404,0.978144404,0.973144404,0.971144404
302,0.001,4,12,16,12,0.987195194,0.982195194,0.977195194,0.975195194
303,0.001,4,12,16,16,0.988222479,0.983222479,0.978222479,0.976222479
304,0.001,4,16,2,4,0.98940169,0.98440169,0.97940169,0.97740169
305,0.001,4,16,2,8,0.987979669,0.982979669,0.977979669,0.975979669
306,0.001,4,16,2,12,0.989485081,0.984485081,0.979485081,0.977485081
307,0.001,4,16,2,16,0.991423803,0.986423803,0.981423803,0.979423803
308,0.001,4,16,4,4,0.99228068,0.98728068,0.98228068,0.98028068
309,0.001,4,16,4,8,0.992194202,0.987194202,0.982194202,0.980194202
310,0.001,4,16,4,12,0.989689716,0.984689716,0.979689716,0.977689716
311,0.001,4,16,4,16,0.98654208,0.98154208,0.97654208,0.97454208
312,0.001,4,16,8,4,0.985735905,0.980735905,0.975735905,0.973735905
313,0.001,4,16,8,8,0.988603462,0.983603462,0.978603462,0.976603462
314,0.001,4,16,8,12,0.985243121,0.980243121,0.975243121,0.973243121
315,0.001,4,16,8,16,0.992277709,0.987277709,0.982277709,0.980277709
316,0.001,4,16,16,4,0.983012924,0.978012924,0.973012924,0.971012924
317,0.001,4,16,16,8,0.990468118,0.985468118,0.980468118,0.978468118
318,0.001,4,16,16,12,0.987870404,0.982870404,0.977870404,0.975870404
319,0.001,4,16,16,16,0.985456753,0.980456753,0.975456753,0.973456753
320,0.001,8,4,2,4,0.986415084,0.981415084,0.976415084,0.974415084
321,0.001,8,4,2,8,0.983352631,0.978352631,0.973352631,0.971352631
322,0.001,8,4,2,12,0.985723783,0.980723783,0.975723783,0.973723783
323,0.001,8,4,2,16,0.989071493,0.984071493,0.979071493,0.977071493
324,0.001,8,4,4,4,0.989712687,0.984712687,0.979712687,0.977712687
325,0.001,8,4,4,8,0.9893445,0.9843445,0.9793445,0.9773445
326,0.001,8,4,4,12,0.984672111,0.979672111,0.974672111,0.972672111
327,0.001,8,4,4,16,0.984016107,0.979016107,0.974016107,0.972016107
328,0.001,8,4,8,4,0.98919245,0.98419245,0.97919245,0.97719245
329,0.001,8,4,8,8,0.990543975,0.985543975,0.980543975,0.978543975
330,0.001,8,4,8,12,0.984385128,0.979385128,0.974385128,0.972385128
331,0.001,8,4,8,16,0.989378795,0.984378795,0.979378795,0.977378795
332,0.001,8,4,16,4,0.985050352,0.980050352,0.975050352,0.973050352
333,0.001,8,4,16,8,0.990543148,0.985543148,0.980543148,0.978543148
334,0.001,8,4,16,12,0.987509446,0.982509446,0.977509446,0.975509446
335,0.001,8,4,16,16,0.984680791,0.979680791,0.974680791,0.972680791
336,0.001,8,8,2,4,0.992855683,0.987855683,0.982855683,0.980855683
337,0.001,8,8,2,8,0.99020619,0.98520619,0.98020619,0.97820619
338,0.001,8,8,2,12,0.984859537,0.979859537,0.974859537,0.972859537
339,0.001,8,8,2,16,0.984960994,0.979960994,0.974960994,0.972960994
340,0.001,8,8,4,4,0.98508862,0.98008862,0.97508862,0.97308862
341,0.001,8,8,4,8,0.987115186,0.982115186,0.977115186,0.975115186
342,0.001,8,8,4,12,0.991113124,0.986113124,0.981113124,0.979113124
343,0.001,8,8,4,16,0.992631416,0.987631416,0.982631416,0.980631416
344,0.001,8,8,8,4,0.991690708,0.986690708,0.981690708,0.979690708
345,0.001,8,8,8,8,0.988627613,0.983627613,0.978627613,0.976627613
346,0.001,8,8,8,12,0.985288189,0.980288189,0.975288189,0.973288189
347,0.001,8,8,8,16,0.989517897,0.984517897,0.979517897,0.977517897
348,0.001,8,8,16,4,0.98986683,0.98486683,0.97986683,0.97786683
349,0.001,8,8,16,8,0.98937467,0.98437467,0.97937467,0.97737467
350,0.001,8,8,16,12,0.990752472,0.985752472,0.980752472,0.978752472
351,0.001,8,8,16,16,0.988011738,0.983011738,0.978011738,0.976011738
352,0.001,8,12,2,4,0.985592534,0.980592534,0.975592534,0.973592534
353,0.001,8,12,2,8,0.987413968,0.982413968,0.977413968,0.975413968
354,0.001,8,12,2,12,0.987134131,0.982134131,0.977134131,0.975134131
355,0.001,8,12,2,16,0.991332239,0.986332239,0.981332239,0.979332239
356,0.001,8,12,4,4,0.990582554,0.985582554,0.980582554,0.978582554
357,0.001,8,12,4,8,0.987246214,0.982246214,0.977246214,0.975246214
358,0.001,8,12,4,12,0.989181162,0.984181162,0.979181162,0.977181162
